epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1
1,0.8186061487108136,0.6162058889638121,0.31777278011005106,0.8910329171396141,0.8140134704499852,0.9180403867205688,0.8587000031501696
2,0.18925701671339207,0.9066269573686971,0.3254305207104542,0.8896140749148694,0.8367573428194515,0.9236665709765393,0.8663592989465084
3,0.14593118429316537,0.927792762418521,0.2119428348711106,0.934449489216799,0.889453993443174,0.9334627423232374,0.908171361315381
4,0.13275440737954403,0.9365962388551734,0.19352194294889272,0.943955732122588,0.909854376192292,0.9332384772011242,0.9194432262343192
5,0.14209096097906468,0.9324380010489248,0.20327802162181002,0.9372871736662883,0.8851246741200512,0.9440617890115139,0.912565889176833
6,0.11219518465666402,0.9432644039859145,0.6358004322982012,0.8192395005675369,0.7495450306082464,0.9249259454823063,0.810269056882078
7,0.10401898893525803,0.9492395294822806,0.3069188418362103,0.911322360953462,0.8589764342209908,0.933555602563349,0.8883888119668683
8,0.08638276357201873,0.9550086161684274,0.18999521929779992,0.9440976163450624,0.8970296082403593,0.9426211832959535,0.9177917129895375
9,0.07747323872919985,0.9601221248220574,0.18882490970118232,0.9442395005675369,0.8963984014006919,0.949228670117899,0.9207673956393299
10,0.07010937362564598,0.9650108638645388,0.1478052511070839,0.9555902383654937,0.9219984846418554,0.9441448462364677,0.9324149570344944
11,0.0661875430766139,0.9659474039109912,0.19314626792924489,0.9396992054483542,0.8984006321394625,0.928820533649133,0.9090099453152597
12,0.05756741982761835,0.9711171049674084,0.17933847808657036,0.9509080590238366,0.9093106377899751,0.9472640661422277,0.9272468407493983
13,0.05465377613036387,0.9745635723383532,0.1938373797583903,0.9479284903518729,0.9094783955922715,0.936741938887526,0.9210553478863915
14,0.05098998099529135,0.9735146474863265,0.2047107159385801,0.9448070374574348,0.9010928533371114,0.9425070127542244,0.9199143890413777
15,0.04382500841123263,0.9761744212182513,0.21301485396943515,0.9516174801362088,0.9195820083196994,0.933962436617071,0.9246994119816568
