epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1
1,0.8697053661551306,0.7243851192683228,0.2265793043963091,0.9300510783200908,0.9105791567365307,0.8835138829659327,0.8913487562678825
2,0.17540903208219505,0.9437646768013842,0.22574871151635917,0.9290578887627696,0.9109941547483418,0.9026749303490611,0.9003011145685007
3,0.12538615948846465,0.9595847237671487,0.17110691071948075,0.9517593643586834,0.9290745939049706,0.9298127325097316,0.9282114176277149
4,0.10978017490163322,0.9655172413793104,0.19700045688732562,0.9414018161180476,0.903352558711823,0.9334423488425485,0.9143775997747622
5,0.10783279301851786,0.9669694722531208,0.15252381351088765,0.9572928490351873,0.9398605171260712,0.9323035858351217,0.9355573032611645
6,0.09054582476988389,0.971140773699172,0.1662588653776109,0.9514755959137344,0.9167906408234033,0.9421966984915952,0.9276579050678885
7,0.0758346364778135,0.9760845383759733,0.21119452471753658,0.9443813847900113,0.9140751460008474,0.9314881562668041,0.9189005625800877
8,0.06824401239945391,0.9786800148312941,0.19983565790052218,0.945800227014756,0.9073697594936275,0.9341914004873062,0.9187694650689618
9,0.06002942567881765,0.9811518971696948,0.1783379075159215,0.9544551645856981,0.9236486513869643,0.9409926011200254,0.9311745141515977
10,0.053714845333220865,0.9827586206896551,0.20619597863656514,0.9530363223609535,0.9203092471369118,0.9443745890558982,0.9313914228345493
