epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_f1_macro,epoch_time_seconds,learning_rate_current,is_best,best_val_acc_so_far,patience_counter
0,0.6199428657069942,0.8074848280512474,0.2219515474041169,0.9324631101021567,0.9387448963225212,0.8621819859045453,0.8911834416906673,0.8911834416906673,462.4750816822052,0.001,1,0.9324631101021567,0
1,0.3511282518185631,0.8879898104442946,0.1889636805266012,0.9394154370034052,0.9276954298702497,0.9050272320201773,0.9103226248086679,0.9103226248086679,337.18232131004333,0.001,1,0.9394154370034052,0
2,0.31543783198548336,0.898385404959916,0.13612050523931124,0.9554483541430193,0.971257518978928,0.9046695711300657,0.9344339489657975,0.9344339489657975,203.70191311836243,0.001,1,0.9554483541430193,0
3,0.2832111648145111,0.9100734247396418,0.12859264685068736,0.9612656072644722,0.955872458280966,0.9307045941085114,0.9419772277153262,0.9419772277153262,197.2759485244751,0.001,1,0.9612656072644722,0
4,0.26691638196846373,0.9145875477635423,0.10918763012351218,0.9675085130533485,0.9573692348941227,0.9453230725650084,0.9503911351270545,0.9503911351270545,99.54718232154846,0.001,1,0.9675085130533485,0
5,0.25492023414883835,0.919139132389301,0.12345175687477382,0.9624006810442679,0.9579226699786106,0.9338956551143157,0.9451484884631912,0.9451484884631912,260.97523832321167,0.001,0,0.9675085130533485,1
6,0.2428281730592291,0.9226417921630329,0.11768432964485045,0.9635357548240636,0.9525054628388402,0.9400127928505215,0.9451696755662903,0.9451696755662903,219.78678679466248,0.001,0,0.9675085130533485,2
7,0.2293777943992736,0.9264254139507005,0.10263043571732385,0.9690692395005676,0.9649352542704155,0.9435220385485222,0.9532546324135618,0.9532546324135618,84.00944137573242,0.001,1,0.9690692395005676,0
8,0.2272490743814787,0.9258447591219,0.1168819055943401,0.9642451759364359,0.9547059742652398,0.9417191681260166,0.9473498540456204,0.9473498540456204,181.45957827568054,0.001,0,0.9690692395005676,1
9,0.21297401399723223,0.931332883794111,0.09813277461522152,0.9699205448354143,0.970034319055943,0.9428074090427262,0.955939361978519,0.955939361978519,127.56909704208374,0.001,1,0.9699205448354143,0
10,0.20643446316594102,0.9335618491046677,0.11079315741273199,0.9682179341657208,0.9627043625447255,0.9440514410350511,0.9528572850335539,0.9528572850335539,89.93112850189209,0.001,0,0.9699205448354143,1
