epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_f1_macro,epoch_time_seconds,learning_rate_current,is_best,best_val_acc_so_far,patience_counter
0,0.4224070914476527,0.8721997452611073,0.19438180147943773,0.9394154370034052,0.9148315279170754,0.8980746001224574,0.9038741807813508,0.9038741807813508,561.7126975059509,0.001,1,0.9394154370034052,0
1,0.132351791535128,0.9602345096276317,0.1749186389981609,0.9466515323496028,0.938758569127287,0.9015160791167215,0.9191712126308159,0.9191712126308159,163.1208734512329,0.001,1,0.9466515323496028,0
2,0.10925649015568271,0.9675769835918184,0.14264266779307339,0.9567253121452894,0.9334244678522406,0.9355159785969765,0.9336968253983259,0.9336968253983259,110.82261347770691,0.001,1,0.9567253121452894,0
3,0.08994979042267633,0.9734959166853975,0.14262210546633827,0.9591373439273553,0.9418332873375782,0.9316417898340585,0.9361358606067468,0.9361358606067468,246.08373594284058,0.001,1,0.9591373439273553,0
4,0.08141355376726632,0.976043305611748,0.14461514084523536,0.9585698070374574,0.9454246632645908,0.9244530127704319,0.9334131823023969,0.9334131823023969,214.83939242362976,0.001,0,0.9591373439273553,1
5,0.07451247833635692,0.9786843485427437,0.16461671039401468,0.9574347332576617,0.9452706956928427,0.9225681888659473,0.9328687704392596,0.9328687704392596,152.26455664634705,0.001,0,0.9591373439273553,2
6,0.07275970395429197,0.9794523113808347,0.1331428398106274,0.9609818388195233,0.9415739319567251,0.9401719119080932,0.9404679236584873,0.9404679236584873,134.2333471775055,0.001,1,0.9609818388195233,0
7,0.07270124709875457,0.9799393122049899,0.15843672260543062,0.9574347332576617,0.9471616936236282,0.9277613265918933,0.9352739492650755,0.9352739492650755,190.73066091537476,0.001,0,0.9609818388195233,1
8,0.0655976976122507,0.981550161084888,0.11069702302065318,0.9694948921679909,0.959968457234372,0.9459226340502199,0.9527213692642881,0.9527213692642881,133.81791377067566,0.001,1,0.9694948921679909,0
9,0.06199598104416048,0.982336854723908,0.14017895038610342,0.9643870601589103,0.9595859496712019,0.9348958419607102,0.9462189336950176,0.9462189336950176,89.07580876350403,0.001,0,0.9694948921679909,1
10,0.0620667475513707,0.9820184311081142,0.15764587281812467,0.9589954597048809,0.9460589156917755,0.9256988502679335,0.9340722969014551,0.9340722969014551,99.1056296825409,0.001,0,0.9694948921679909,2
11,0.06085659063633244,0.982748932344347,0.15327426681607417,0.9589954597048809,0.9544434843607111,0.9208907994407342,0.9357055036883871,0.9357055036883871,106.99687385559082,0.001,0,0.9694948921679909,3
12,0.05509268702175297,0.9841724732149547,0.13228904466214955,0.9628263337116912,0.9536746825366259,0.9352498677640676,0.9437750690878732,0.9437750690878732,97.68094849586487,0.001,0,0.9694948921679909,4
13,0.05622069334795928,0.9838353187982318,0.12609033528151775,0.9650964812712827,0.9481732473289051,0.9476054526531321,0.9475026718845231,0.9475026718845231,101.05592370033264,0.001,0,0.9694948921679909,5
14,0.053559498796329506,0.9843410504233161,0.14503673746503462,0.9624006810442679,0.9491318255793423,0.9365634365467773,0.9417416783837567,0.9417416783837567,93.15839195251465,0.001,0,0.9694948921679909,6
15,0.054849024123942804,0.9843972428261032,0.134243122571264,0.9635357548240636,0.9485672757014649,0.9422485805866248,0.945041472209478,0.945041472209478,82.48765158653259,0.001,0,0.9694948921679909,7
16,0.05058767616742111,0.9854274368772009,0.12760310873223535,0.9679341657207718,0.9583443267193168,0.9421913346739702,0.9498640157673884,0.9498640157673884,85.17274570465088,0.001,0,0.9694948921679909,8
