epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_f1_macro,epoch_time_seconds,learning_rate_current,is_best,best_val_acc_so_far,patience_counter
0,0.31409311686092134,0.9045478384655727,0.1814845654564483,0.9499148694665154,0.9381328421620444,0.9117023165289013,0.922938456045899,0.922938456045899,577.2716088294983,0.001,1,0.9499148694665154,0
1,0.16187173573644525,0.9535476136959616,0.1470425300018399,0.9587116912599319,0.942682556517341,0.9312612273055452,0.9355368933088372,0.9355368933088372,145.4151132106781,0.001,1,0.9587116912599319,0
2,0.1326900910071997,0.9624634749381884,0.1376825634123325,0.9616912599318955,0.9564025734695013,0.9291793249981474,0.9413134377195927,0.9413134377195927,192.59212493896484,0.001,1,0.9616912599318955,0
3,0.11631828735942513,0.9665093279388627,0.1525518396304007,0.9572928490351873,0.9565580996819468,0.9165212919312057,0.933752137477368,0.933752137477368,136.6051905155182,0.001,0,0.9616912599318955,1
4,0.09916037776662134,0.9718101446017832,0.14991932073998515,0.9601305334846765,0.9480480024888743,0.9283863669883453,0.9350442230739932,0.9350442230739932,161.13583111763,0.001,0,0.9616912599318955,2
5,0.09032876860882634,0.9747696111485727,0.12318509756656158,0.9642451759364359,0.9534979697281812,0.9418482585802247,0.9471319720054797,0.9471319720054797,146.03518629074097,0.001,1,0.9642451759364359,0
6,0.08206305106504641,0.9765115756349741,0.12427935345426348,0.9642451759364359,0.9510334912973725,0.9428425986508802,0.9463361400120657,0.9463361400120657,207.62133169174194,0.001,0,0.9642451759364359,1
7,0.07373137536639465,0.9793211957743313,0.10787677461948461,0.9686435868331441,0.9610285900788472,0.9470236347366355,0.9535985238656731,0.9535985238656731,219.46683359146118,0.001,1,0.9686435868331441,0
8,0.06917781491830248,0.9801453510152094,0.13375813414337548,0.958427922814983,0.949719172215235,0.9314963630087739,0.9386704094464552,0.9386704094464552,374.507958650589,0.001,0,0.9686435868331441,1
9,0.06533018910667834,0.9811942758672361,0.12567490642722534,0.9646708286038592,0.9571329894811195,0.936414978943485,0.9461460698200507,0.9461460698200507,250.7636272907257,0.001,0,0.9686435868331441,2
10,0.06213175086534812,0.9822057391174046,0.13588176574336686,0.96183314415437,0.9685392425738827,0.9216921930668752,0.9438271073345432,0.9438271073345432,194.20893049240112,0.001,0,0.9686435868331441,3
11,0.058919331609824314,0.9834419719787219,0.12620347035518947,0.963961407491487,0.9567996226336059,0.9378032603321937,0.9459311703458125,0.9459311703458125,237.4067780971527,0.001,0,0.9686435868331441,4
12,0.06019825172133162,0.9820558927099723,0.14280338110042806,0.9588535754824064,0.9414331424672856,0.9395724899904048,0.9388791572663244,0.9388791572663244,191.19170951843262,0.001,0,0.9686435868331441,5
13,0.05463224161746201,0.9840600884093804,0.13778238578026325,0.9615493757094211,0.9456386187481107,0.9428704431722165,0.9432445108349555,0.9432445108349555,260.4675371646881,0.001,0,0.9686435868331441,6
14,0.05393044115784692,0.9843972428261032,0.13514675255850983,0.9663734392735528,0.9545049701448889,0.9430490953704248,0.9480017801925373,0.9480017801925373,196.27649521827698,0.001,0,0.9686435868331441,7
15,0.05310518750266377,0.9845096276316775,0.12284782700371827,0.9653802497162316,0.955947631615786,0.9420943204325329,0.9483714696446333,0.9483714696446333,240.75024843215942,0.001,0,0.9686435868331441,8
